City,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Total Internet Services,Contract,Payment Method,Total Charges,Churn Value
Pomona,Female,0,1,0,59,1,1,DSL,3,Two year,Bank transfer (automatic),4194.85,0
San Gabriel,Male,0,1,1,1,1,0,Fiber optic,1,Month-to-month,Electronic check,81.05,0
San Gabriel,Male,0,0,0,3,1,0,0,0,Month-to-month,Electronic check,76.95,0
Temple City,Female,0,1,0,53,1,1,Fiber optic,5,One year,Bank transfer (automatic),5809.75,0
Upland,Male,0,0,0,1,1,0,0,0,Month-to-month,Mailed check,20.2,0
Upland,Male,0,0,0,20,1,0,0,0,One year,Mailed check,415.9,0
West Covina,Female,0,0,0,51,1,0,0,0,One year,Bank transfer (automatic),996.95,0
West Covina,Female,0,1,0,51,1,0,DSL,3,One year,Bank transfer (automatic),3145.15,0
West Covina,Female,0,1,1,13,1,0,0,0,Two year,Mailed check,265.3,0
Alhambra,Female,0,0,0,1,1,0,0,0,Month-to-month,Mailed check,20.9,0
Alhambra,Male,0,0,1,1,1,0,0,0,Month-to-month,Mailed check,21.05,0
Alpine,Male,0,0,0,63,1,1,DSL,4,One year,Electronic check,4576.3,0
Bonita,Male,0,0,0,3,1,0,DSL,1,Month-to-month,Mailed check,189.1,0
Boulevard,Male,0,0,0,46,1,0,0,0,Two year,Credit card (automatic),908.15,0
Campo,Male,0,0,0,1,1,1,DSL,0,Month-to-month,Credit card (automatic),49.8,0
Chula Vista,Female,0,1,1,71,1,0,0,0,Two year,Bank transfer (automatic),1500.95,0
Chula Vista,Male,0,1,1,55,1,1,Fiber optic,2,Month-to-month,Credit card (automatic),5099.15,0
Chula Vista,Female,0,0,0,70,1,1,Fiber optic,3,One year,Bank transfer (automatic),6385.95,0
Descanso,Male,0,1,1,67,1,1,Fiber optic,4,Two year,Bank transfer (automatic),6885.75,0
Guatay,Male,0,1,0,14,1,0,DSL,1,Month-to-month,Credit card (automatic),668.85,0
Imperial Beach,Female,0,1,1,20,1,1,Fiber optic,3,Month-to-month,Bank transfer (automatic),1916.2,0
La Mesa,Female,0,1,1,49,1,1,Fiber optic,2,Month-to-month,Bank transfer (automatic),4613.95,0
La Mesa,Female,0,0,0,72,1,1,Fiber optic,4,Two year,Bank transfer (automatic),7261.25,0
Lemon Grove,Female,0,1,0,46,1,1,DSL,1,Month-to-month,Electronic check,2459.8,0
Mount Laguna,Male,0,0,0,24,1,1,Fiber optic,2,Month-to-month,Bank transfer (automatic),2048.8,0
National City,Female,0,1,1,5,0,0,DSL,2,Month-to-month,Electronic check,163.55,0
Pine Valley,Female,0,1,1,33,1,1,Fiber optic,3,Month-to-month,Credit card (automatic),2888.7,0
Potrero,Female,0,0,0,42,1,1,DSL,2,One year,Bank transfer (automatic),2421.6,0
Spring Valley,Male,0,0,0,23,1,0,Fiber optic,4,One year,Credit card (automatic),2292.75,0
Spring Valley,Male,0,0,0,8,1,0,Fiber optic,0,Month-to-month,Bank transfer (automatic),553.4,0
Tecate,Male,0,0,0,66,1,0,DSL,2,One year,Mailed check,3465.7,0
Borrego Springs,Male,1,0,0,24,1,1,DSL,1,Month-to-month,Credit card (automatic),1291.3,0
Carlsbad,Female,0,0,0,53,1,0,Fiber optic,4,One year,Mailed check,5200.8,0
Carlsbad,Female,0,0,0,60,0,0,DSL,4,Two year,Electronic check,3237.05,0
El Cajon,Female,0,0,0,20,1,0,0,0,One year,Credit card (automatic),433.75,0
El Cajon,Female,0,1,1,23,1,1,Fiber optic,1,Month-to-month,Electronic check,1868.4,0
El Cajon,Male,0,1,0,72,1,0,DSL,5,Two year,Electronic check,5728.55,0
Escondido,Male,0,0,0,21,1,0,0,0,Two year,Mailed check,390.4,0
Escondido,Male,1,0,0,31,1,1,Fiber optic,2,Month-to-month,Electronic check,2845.15,0
Fallbrook,Female,0,0,0,57,1,0,DSL,4,Two year,Mailed check,3894.4,0
Escondido,Female,0,1,1,45,1,0,0,0,Two year,Bank transfer (automatic),886.4,0
Julian,Male,0,0,0,10,1,1,Fiber optic,3,Month-to-month,Electronic check,1021.55,0
Lakeside,Male,0,0,1,14,1,0,0,0,Month-to-month,Mailed check,268.4,0
Oceanside,Male,0,1,0,27,1,1,DSL,4,One year,Mailed check,2204.35,0
Pala,Female,0,1,1,69,1,1,Fiber optic,3,Two year,Bank transfer (automatic),6398.05,0
Poway,Female,0,1,0,35,0,0,DSL,3,Two year,Credit card (automatic),1662.05,0
Ranchita,Male,0,1,0,45,1,1,DSL,4,One year,Credit card (automatic),3600.65,0
Rancho Santa Fe,Female,0,0,0,17,1,0,Fiber optic,2,Month-to-month,Electronic check,1329.15,0
Santa Ysabel,Male,0,0,0,22,1,0,0,0,One year,Mailed check,422.5,0
Solana Beach,Male,0,1,0,67,1,0,DSL,4,Two year,Mailed check,4627.65,0
San Marcos,Female,0,1,1,67,1,1,Fiber optic,4,Two year,Bank transfer (automatic),6717.9,0
Vista,Female,1,0,0,9,1,0,Fiber optic,1,Month-to-month,Credit card (automatic),637.4,0
Warner Springs,Female,0,0,0,5,1,0,0,0,Month-to-month,Mailed check,117.95,0
Rancho Santa Fe,Male,0,0,0,54,0,0,DSL,3,Two year,Credit card (automatic),2460.55,0
San Diego,Male,0,1,0,70,1,1,DSL,5,Two year,Bank transfer (automatic),5731.85,0
San Diego,Male,0,1,1,53,1,1,DSL,5,Month-to-month,Electronic check,4616.1,0
San Diego,Female,0,0,0,31,1,0,0,0,One year,Credit card (automatic),589.25,0
San Diego,Male,0,1,1,13,1,0,DSL,3,Month-to-month,Bank transfer (automatic),750.1,0
San Diego,Female,0,1,1,28,1,1,DSL,0,Month-to-month,Mailed check,1410.25,0
San Diego,Male,0,1,0,38,1,0,0,0,Two year,Bank transfer (automatic),743.5,0
San Diego,Male,0,1,0,52,1,0,DSL,4,One year,Mailed check,3865.45,0
San Diego,Male,0,1,1,62,1,0,Fiber optic,6,Two year,Mailed check,6825.65,0
San Diego,Female,0,0,0,16,1,0,Fiber optic,2,Month-to-month,Electronic check,1340.1,0
San Diego,Male,0,0,0,12,1,0,Fiber optic,3,One year,Electronic check,1184.0,0
San Diego,Female,0,1,1,72,1,1,Fiber optic,6,Two year,Bank transfer (automatic),8477.7,0
San Diego,Male,1,0,0,71,1,1,Fiber optic,4,One year,Bank transfer (automatic),7382.85,0
San Diego,Female,0,1,0,24,1,0,0,0,One year,Mailed check,456.85,0
San Diego,Female,0,0,0,15,1,0,0,0,Two year,Mailed check,331.6,0
San Diego,Male,0,0,1,2,1,1,DSL,2,Month-to-month,Bank transfer (automatic),134.6,0
San Diego,Female,0,1,1,5,0,0,DSL,0,Month-to-month,Mailed check,125.5,0
San Ysidro,Male,0,1,0,41,1,0,DSL,3,One year,Bank transfer (automatic),2511.3,0
Indio,Female,0,0,1,43,1,0,DSL,3,Month-to-month,Electronic check,2737.05,0
Indio,Male,1,1,0,1,1,1,Fiber optic,0,Month-to-month,Electronic check,74.3,0
Indian Wells,Female,1,0,0,1,1,0,Fiber optic,0,Month-to-month,Mailed check,70.6,0
Beaumont,Male,0,1,0,71,1,1,DSL,6,Two year,Bank transfer (automatic),6404.0,0
Blythe,Male,0,0,0,7,1,0,0,0,Two year,Mailed check,165.35,0
Brawley,Female,1,0,0,28,1,1,DSL,3,Month-to-month,Bank transfer (automatic),1867.6,0
Cabazon,Male,1,0,0,16,1,0,Fiber optic,0,Month-to-month,Electronic check,1043.3,0
Calexico,Male,0,0,0,7,1,0,0,0,One year,Mailed check,128.6,0
Calipatria,Female,0,0,0,69,1,1,Fiber optic,5,Two year,Bank transfer (automatic),7455.45,0
Cathedral City,Female,0,0,1,1,0,0,DSL,0,Month-to-month,Mailed check,24.7,0
Coachella,Male,0,0,0,3,1,0,DSL,4,Month-to-month,Electronic check,206.15,0
Desert Hot Springs,Female,0,1,0,69,1,1,Fiber optic,2,Month-to-month,Bank transfer (automatic),5869.4,0
Desert Hot Springs,Female,0,1,0,71,0,0,DSL,4,Two year,Bank transfer (automatic),3377.8,0
Earp,Female,0,1,1,69,1,0,0,0,Two year,Mailed check,1346.2,0
El Centro,Female,0,0,0,48,1,1,Fiber optic,4,Month-to-month,Electronic check,4946.05,0
Imperial,Male,0,0,0,45,1,1,Fiber optic,5,Month-to-month,Credit card (automatic),4964.7,0
Joshua Tree,Male,0,0,0,51,1,1,Fiber optic,1,Month-to-month,Bank transfer (automatic),4085.75,0
Mecca,Male,0,0,0,72,1,1,DSL,6,Two year,Bank transfer (automatic),6224.8,0
Morongo Valley,Male,0,1,1,37,1,1,Fiber optic,3,Month-to-month,Electronic check,3415.25,0
Niland,Male,0,1,0,71,1,1,DSL,6,Two year,Electronic check,6325.25,0
Ocotillo,Female,0,0,0,66,1,1,0,0,Two year,Credit card (automatic),1683.6,0
Palm Desert,Male,0,1,0,51,1,0,DSL,4,One year,Bank transfer (automatic),3966.3,0
Palm Springs,Female,0,1,0,30,1,0,0,0,One year,Bank transfer (automatic),608.5,0
Palm Springs,Female,0,0,0,34,1,1,Fiber optic,1,Month-to-month,Electronic check,2896.6,0
Palo Verde,Male,0,1,1,64,1,1,0,0,Two year,Mailed check,1514.85,0
Parker Dam,Male,1,1,0,65,1,1,Fiber optic,4,One year,Bank transfer (automatic),6792.45,0
Pioneertown,Male,0,0,0,47,1,1,Fiber optic,4,Month-to-month,Mailed check,4669.2,0
Thermal,Female,0,1,1,67,1,1,Fiber optic,3,Two year,Credit card (automatic),6302.8,0
Salton City,Male,0,0,0,39,1,0,0,0,One year,Bank transfer (automatic),779.2,0
Thousand Palms,Male,0,0,0,14,1,0,0,0,Month-to-month,Mailed check,283.75,0
Twentynine Palms,Male,1,0,0,56,1,1,Fiber optic,3,Month-to-month,Electronic check,5594.0,0
Vidal,Female,0,0,0,14,1,0,DSL,2,One year,Credit card (automatic),772.85,0
White Water,Male,0,1,0,16,1,0,DSL,2,One year,Mailed check,857.8,0
Winterhaven,Male,0,1,1,70,1,1,Fiber optic,4,Month-to-month,Electronic check,7554.05,0
Yucca Valley,Male,1,1,0,72,1,1,DSL,5,Two year,Credit card (automatic),5981.65,0
Landers,Female,0,1,1,23,1,0,Fiber optic,1,Month-to-month,Credit card (automatic),1702.9,0
Adelanto,Male,0,0,1,21,1,1,0,0,Month-to-month,Mailed check,467.15,0
Fort Irwin,Female,0,0,0,36,1,1,DSL,1,One year,Electronic check,1941.5,0
Barstow,Female,0,0,0,50,0,0,DSL,3,Two year,Credit card (automatic),1932.75,0
Grand Terrace,Female,0,1,1,48,0,0,DSL,1,Month-to-month,Credit card (automatic),1423.05,0
Big Bear City,Female,0,0,1,50,1,0,0,0,Two year,Credit card (automatic),970.85,0
Big Bear Lake,Male,0,1,0,72,1,1,DSL,5,Two year,Credit card (automatic),5810.9,0
Bloomington,Male,0,0,1,10,1,1,0,0,Month-to-month,Credit card (automatic),223.9,0
Calimesa,Female,0,0,0,18,1,0,0,0,Month-to-month,Mailed check,391.7,0
Crestline,Male,0,0,0,9,1,0,Fiber optic,3,Month-to-month,Electronic check,811.65,0
Daggett,Male,0,0,0,2,1,1,Fiber optic,2,Month-to-month,Mailed check,174.75,0
Death Valley,Female,0,1,0,40,1,1,Fiber optic,1,Month-to-month,Credit card (automatic),3126.85,0
Essex,Male,0,1,0,69,1,1,Fiber optic,3,One year,Bank transfer (automatic),6841.45,0
Fontana,Male,0,0,1,18,1,1,Fiber optic,1,Month-to-month,Credit card (automatic),1406.65,0
Fontana,Male,1,1,0,11,1,0,Fiber optic,0,Month-to-month,Electronic check,834.7,0
Forest Falls,Male,0,1,0,55,1,0,DSL,2,One year,Credit card (automatic),3157.0,0
Green Valley Lake,Male,0,1,0,33,1,1,Fiber optic,3,Month-to-month,Electronic check,3092.0,0
Helendale,Female,0,0,0,46,1,0,DSL,0,Month-to-month,Bank transfer (automatic),2168.9,0
Hesperia,Male,0,0,0,34,1,1,0,0,Two year,Bank transfer (automatic),980.35,0
Highland,Female,0,0,0,3,1,0,0,0,Month-to-month,Electronic check,65.95,0
Hinkley,Male,0,1,1,30,1,0,0,0,Two year,Mailed check,711.9,0
Lake Arrowhead,Female,0,0,0,33,1,1,DSL,2,One year,Electronic check,1952.8,0
Loma Linda,Male,0,1,1,45,1,1,Fiber optic,3,One year,Credit card (automatic),4368.85,0
Lucerne Valley,Male,0,0,0,40,1,0,DSL,3,Month-to-month,Mailed check,2647.1,0
Lytle Creek,Female,0,0,0,71,1,1,Fiber optic,6,Two year,Electronic check,8477.6,0
Needles,Female,0,1,0,72,0,0,DSL,6,Two year,Bank transfer (automatic),4528.0,0
Nipton,Female,0,1,1,22,1,0,Fiber optic,1,Month-to-month,Electronic check,1790.65,0
Newberry Springs,Male,0,1,0,46,1,0,0,0,One year,Bank transfer (automatic),845.6,0
Oro Grande,Female,0,1,1,55,1,0,0,0,Two year,Mailed check,1210.3,0
Phelan,Male,0,0,0,1,1,0,0,0,Month-to-month,Mailed check,20.45,0
Pinon Hills,Female,0,0,0,12,1,1,DSL,3,One year,Mailed check,854.45,0
Redlands,Male,0,0,0,31,1,1,Fiber optic,1,Month-to-month,Electronic check,2429.1,0
Rialto,Female,0,1,0,67,1,1,DSL,3,Two year,Electronic check,5229.45,0
Rialto,Male,0,0,0,1,1,0,DSL,0,Month-to-month,Mailed check,44.45,0
Shoshone,Male,0,1,1,41,1,1,DSL,4,Month-to-month,Credit card (automatic),3023.55,0
Victorville,Male,0,1,0,42,0,0,DSL,4,Two year,Credit card (automatic),2032.3,0
Victorville,Male,0,1,0,23,1,0,0,0,One year,Mailed check,436.9,0
Yermo,Female,0,0,0,1,1,0,0,0,Month-to-month,Mailed check,20.15,0
Yucaipa,Female,0,0,0,56,1,1,Fiber optic,4,Month-to-month,Credit card (automatic),5893.95,0
San Bernardino,Male,0,0,1,15,1,1,Fiber optic,2,Month-to-month,Electronic check,1430.05,0
San Bernardino,Male,0,1,1,12,1,1,0,0,Two year,Bank transfer (automatic),313.0,0
San Bernardino,Female,0,1,0,54,1,0,DSL,4,Two year,Bank transfer (automatic),3871.85,0
San Bernardino,Female,0,0,0,7,1,0,DSL,2,Month-to-month,Electronic check,458.1,0
San Bernardino,Male,0,1,1,16,1,0,0,0,Month-to-month,Electronic check,341.35,0
San Bernardino,Female,0,0,0,21,1,0,DSL,3,One year,Mailed check,1336.8,0
Riverside,Male,1,1,0,30,1,1,DSL,3,Two year,Electronic check,2181.75,0
Riverside,Male,0,0,0,3,1,0,DSL,1,Month-to-month,Mailed check,147.75,0
Riverside,Male,0,0,0,11,1,0,Fiber optic,1,Month-to-month,Electronic check,818.45,0
Riverside,Female,0,0,0,62,1,1,Fiber optic,6,One year,Credit card (automatic),7133.45,0
Riverside,Male,0,0,0,18,1,0,0,0,Month-to-month,Electronic check,348.8,0
Riverside,Male,0,0,1,6,1,0,0,0,Month-to-month,Mailed check,128.6,0
Riverside,Female,0,0,0,46,1,1,Fiber optic,3,One year,Electronic check,4674.4,0
Riverside,Male,0,0,0,21,1,1,Fiber optic,1,Month-to-month,Electronic check,1737.45,0
March Air Reserve Base,Male,0,0,0,68,1,1,0,0,Two year,Bank transfer (automatic),1498.85,0
Lake Elsinore,Female,0,0,0,1,1,1,DSL,0,Month-to-month,Electronic check,50.1,0
Lake Elsinore,Female,0,1,0,25,1,0,Fiber optic,1,Month-to-month,Electronic check,1797.75,0
Aguanga,Female,0,0,1,24,1,0,0,0,Two year,Mailed check,498.1,0
Hemet,Male,0,1,0,51,1,1,Fiber optic,4,One year,Bank transfer (automatic),5498.8,0
Hemet,Female,0,1,0,57,1,1,DSL,5,Two year,Electronic check,4845.4,0
Homeland,Female,0,0,0,15,1,1,0,0,Two year,Bank transfer (automatic),369.1,0
Idyllwild,Female,0,1,0,72,1,0,DSL,6,Two year,Bank transfer (automatic),6096.9,0
Moreno Valley,Male,0,1,0,28,1,1,Fiber optic,3,Month-to-month,Credit card (automatic),2684.35,0
Moreno Valley,Male,0,1,1,70,1,0,Fiber optic,5,Two year,Credit card (automatic),6994.8,0
Mountain Center,Female,0,0,0,13,1,0,0,0,One year,Mailed check,273.25,0
Murrieta,Female,1,1,0,59,1,1,Fiber optic,4,One year,Electronic check,5483.9,0
Perris,Female,0,1,0,62,1,0,DSL,5,Two year,Mailed check,4985.9,0
Perris,Female,0,0,0,21,1,0,DSL,3,One year,Electronic check,1258.35,0
San Jacinto,Female,0,0,0,2,1,0,DSL,2,Month-to-month,Electronic check,111.4,0
San Jacinto,Female,0,0,0,1,1,0,DSL,0,Month-to-month,Credit card (automatic),43.95,0
Menifee,Male,0,0,0,4,1,0,Fiber optic,2,Month-to-month,Electronic check,308.1,0
Sun City,Female,0,0,0,19,1,0,0,0,One year,Credit card (automatic),383.65,0
Sun City,Male,0,1,1,67,1,0,0,0,Two year,Credit card (automatic),1284.2,0
Temecula,Male,1,1,0,72,1,1,Fiber optic,4,Two year,Credit card (automatic),7550.3,0
Temecula,Male,0,1,0,53,1,0,0,0,Two year,Credit card (automatic),1110.05,0
Temecula,Female,0,0,0,5,1,0,0,0,One year,Electronic check,99.6,0
Wildomar,Male,1,1,0,71,1,0,Fiber optic,4,Two year,Credit card (automatic),6707.15,0
Winchester,Female,0,1,0,50,1,1,DSL,5,One year,Credit card (automatic),4164.4,0
Irvine,Male,0,1,1,56,1,1,Fiber optic,4,Two year,Electronic check,5873.75,0
Irvine,Male,0,0,0,2,1,0,DSL,1,Month-to-month,Credit card (automatic),109.25,0
Irvine,Male,0,1,1,46,1,0,0,0,Two year,Credit card (automatic),862.4,0
Irvine,Male,0,1,0,71,1,1,Fiber optic,6,Two year,Electronic check,8564.75,0
Irvine,Female,0,0,0,29,0,0,DSL,1,Month-to-month,Electronic check,926.2,0
Irvine,Male,0,1,1,69,1,1,0,0,Two year,Bank transfer (automatic),1718.2,0
Capistrano Beach,Male,0,1,0,71,1,1,DSL,5,Two year,Credit card (automatic),5956.85,0
Costa Mesa,Male,1,1,0,56,1,0,DSL,6,Two year,Bank transfer (automatic),4824.45,0
Costa Mesa,Male,0,0,0,56,1,0,0,0,One year,Mailed check,1238.65,0
Lake Forest,Female,0,1,0,28,1,1,0,0,One year,Mailed check,672.2,0
Huntington Beach,Female,0,1,1,19,1,0,0,0,Month-to-month,Mailed check,382.2,0
Huntington Beach,Male,0,1,0,66,1,1,DSL,2,Month-to-month,Electronic check,4264.6,0
Huntington Beach,Female,0,1,0,17,1,1,DSL,2,One year,Mailed check,1070.7,0
Huntington Beach,Male,0,1,1,52,1,1,0,0,Two year,Mailed check,1345.85,0
Laguna Beach,Female,0,0,0,19,1,0,DSL,2,One year,Electronic check,1045.25,0
Laguna Hills,Female,0,0,0,36,1,0,DSL,6,One year,Bank transfer (automatic),3003.55,0
Aliso Viejo,Male,0,1,1,72,1,1,Fiber optic,5,One year,Credit card (automatic),7537.5,0
Newport Beach,Male,1,0,0,34,1,0,Fiber optic,4,One year,Electronic check,3343.15,0
San Clemente,Male,0,1,0,8,1,0,0,0,Month-to-month,Bank transfer (automatic),161.15,0
San Clemente,Female,0,0,0,69,1,1,Fiber optic,4,Two year,Electronic check,7028.5,0
San Juan Capistrano,Female,0,1,0,50,1,1,Fiber optic,4,One year,Mailed check,5232.9,0
Silverado,Male,0,0,0,10,1,0,0,0,One year,Mailed check,225.85,0
Laguna Niguel,Female,0,1,1,12,1,1,0,0,Two year,Credit card (automatic),274.7,0
Westminster,Female,0,1,0,70,0,0,DSL,4,Two year,Bank transfer (automatic),3370.2,0
Rancho Santa Margarita,Female,1,0,0,64,1,1,Fiber optic,5,Month-to-month,Bank transfer (automatic),7111.3,0
Mission Viejo,Female,0,1,0,66,1,1,DSL,6,Two year,Credit card (automatic),5958.85,0
Mission Viejo,Female,0,1,0,71,1,0,DSL,5,Two year,Credit card (automatic),5999.85,0
Ladera Ranch,Male,1,0,0,20,1,0,Fiber optic,2,Month-to-month,Electronic check,1648.45,0
Santa Ana,Male,0,1,0,72,1,0,DSL,5,Two year,Bank transfer (automatic),5753.25,0
Santa Ana,Female,0,1,0,71,1,0,DSL,4,Two year,Credit card (automatic),4492.9,0
Santa Ana,Male,0,1,1,38,1,1,Fiber optic,3,Month-to-month,Credit card (automatic),3956.7,0
Santa Ana,Male,0,0,0,33,0,0,DSL,2,One year,Electronic check,1309.0,0
Fountain Valley,Female,0,1,0,23,0,0,DSL,2,Two year,Mailed check,813.45,0
Tustin,Male,0,1,0,58,1,0,0,0,One year,Electronic check,1108.8,0
Tustin,Female,1,1,0,70,1,1,Fiber optic,4,Two year,Bank transfer (automatic),7349.35,0
Anaheim,Male,0,1,0,4,1,0,Fiber optic,0,Month-to-month,Electronic check,294.2,0
Anaheim,Male,0,1,1,45,1,0,0,0,Two year,Mailed check,929.2,0
Anaheim,Male,0,1,1,36,1,0,0,0,Two year,Credit card (automatic),754.5,0
Anaheim,Male,0,0,0,54,1,0,DSL,4,Month-to-month,Mailed check,3883.3,0
Anaheim,Male,0,1,0,23,1,1,DSL,2,Two year,Mailed check,1414.2,0
Anaheim,Female,0,1,0,41,1,1,DSL,4,One year,Credit card (automatic),3211.2,0
Brea,Male,1,0,0,5,1,0,Fiber optic,0,Month-to-month,Mailed check,371.6,0
Brea,Male,0,1,0,27,0,0,DSL,3,One year,Credit card (automatic),1246.4,0
Fullerton,Female,0,0,0,1,1,0,Fiber optic,3,Month-to-month,Electronic check,95.85,0
Fullerton,Female,0,1,0,67,0,0,DSL,2,Two year,Credit card (automatic),2545.7,0
Fullerton,Female,1,1,0,72,1,1,DSL,6,Two year,Credit card (automatic),6448.85,0
Fullerton,Female,0,1,1,56,1,1,0,0,Two year,Credit card (automatic),1468.9,0
Garden Grove,Male,0,1,0,44,1,1,0,0,One year,Electronic check,1013.6,0
Garden Grove,Female,1,1,0,66,1,1,Fiber optic,3,Month-to-month,Electronic check,6690.75,0
Garden Grove,Female,0,1,0,69,1,1,Fiber optic,4,Two year,Bank transfer (automatic),7240.65,0
Norco,Female,0,0,0,40,1,0,0,0,Two year,Credit card (automatic),830.25,0
Villa Park,Male,0,1,1,30,1,1,DSL,1,Month-to-month,Bank transfer (automatic),1588.7,0
Orange,Female,0,0,0,11,1,0,DSL,3,Month-to-month,Mailed check,829.3,0
Orange,Female,0,0,0,15,1,0,0,0,One year,Credit card (automatic),302.45,0
Orange,Male,0,0,0,11,1,0,DSL,3,Month-to-month,Electronic check,712.25,0
Orange,Female,0,1,0,64,1,0,0,0,One year,Bank transfer (automatic),1336.65,0
Orange,Male,1,1,0,72,1,0,DSL,5,Two year,Bank transfer (automatic),5360.75,0
Placentia,Male,1,1,0,72,1,1,Fiber optic,4,Two year,Bank transfer (automatic),6735.05,0
Corona,Female,0,0,1,1,1,0,DSL,1,Month-to-month,Mailed check,51.2,0
Corona,Female,0,0,0,15,1,0,DSL,4,One year,Credit card (automatic),1010.0,0
Corona,Female,0,0,0,60,1,1,DSL,4,One year,Credit card (automatic),4847.05,0
Corona,Male,0,0,0,56,1,0,DSL,2,One year,Mailed check,3019.7,0
Corona,Female,0,0,0,8,1,0,0,0,Two year,Mailed check,161.65,0
Yorba Linda,Female,0,1,0,49,1,1,DSL,0,Month-to-month,Credit card (automatic),2583.75,0
Ventura,Male,0,0,0,70,1,1,Fiber optic,6,Two year,Bank transfer (automatic),7711.25,0
Camarillo,Male,1,1,0,52,1,0,Fiber optic,5,One year,Bank transfer (automatic),5481.25,0
Carpinteria,Female,0,1,0,72,1,1,Fiber optic,6,Two year,Credit card (automatic),8124.2,0
Fillmore,Female,0,0,0,40,1,0,0,0,Two year,Bank transfer (automatic),827.3,0
Ojai,Female,1,0,0,40,1,0,Fiber optic,2,Month-to-month,Electronic check,3673.6,0
Oxnard,Male,0,0,1,1,1,0,DSL,1,Month-to-month,Electronic check,49.85,0
Oxnard,Male,0,1,0,30,1,0,0,0,One year,Credit card (automatic),576.65,0
Port Hueneme,Female,1,1,0,44,1,1,Fiber optic,4,Month-to-month,Electronic check,4495.65,0
Simi Valley,Female,1,0,0,7,1,0,DSL,1,Month-to-month,Electronic check,340.35,0
Simi Valley,Male,1,0,0,72,1,1,0,0,Two year,Credit card (automatic),1789.9,0
Somis,Female,1,0,0,8,1,1,Fiber optic,3,Month-to-month,Credit card (automatic),908.55,0
Santa Barbara,Male,0,0,1,3,1,0,DSL,2,Month-to-month,Mailed check,157.55,0
Santa Barbara,Male,1,1,0,8,1,0,DSL,3,Month-to-month,Credit card (automatic),581.7,0
Santa Barbara,Female,0,0,0,5,1,0,Fiber optic,2,Month-to-month,Mailed check,420.45,0
Goleta,Female,0,1,1,72,1,1,Fiber optic,5,Two year,Mailed check,7576.7,0
Arvin,Female,0,1,0,54,1,1,DSL,6,Two year,Credit card (automatic),4965.0,0
Avenal,Male,0,1,0,72,1,1,DSL,5,Two year,Bank transfer (automatic),6151.9,0
California Hot Springs,Male,1,0,0,1,1,0,DSL,0,Month-to-month,Electronic check,45.2,0
Coalinga,Male,0,1,1,69,1,1,Fiber optic,1,Two year,Credit card (automatic),5420.65,0
Corcoran,Female,0,0,0,48,1,0,DSL,2,Two year,Credit card (automatic),2627.35,0
Ducor,Female,0,1,0,8,1,1,Fiber optic,2,Month-to-month,Electronic check,743.75,0
Earlimart,Male,0,1,0,71,1,1,DSL,6,Two year,Mailed check,6589.6,0
Frazier Park,Male,0,1,0,67,1,0,Fiber optic,4,One year,Credit card (automatic),6733.15,0
Farmersville,Male,0,1,1,34,1,1,Fiber optic,3,Month-to-month,Bank transfer (automatic),3410.0,0
Fellows,Female,0,0,0,3,1,0,Fiber optic,0,Month-to-month,Electronic check,199.85,0
Frazier Park,Female,0,1,0,9,1,0,DSL,3,One year,Mailed check,593.3,0
Glennville,Male,0,1,1,71,1,0,Fiber optic,5,One year,Bank transfer (automatic),7288.4,0
Hanford,Male,0,0,0,57,1,1,Fiber optic,2,Two year,Credit card (automatic),5229.8,0
Huron,Male,0,0,0,72,0,0,DSL,6,Two year,Bank transfer (automatic),4464.8,0
Ivanhoe,Female,1,1,1,48,1,0,Fiber optic,5,Month-to-month,Electronic check,5068.05,0
Kernville,Male,0,0,0,18,1,0,0,0,One year,Mailed check,401.85,0
Kettleman City,Male,0,1,1,43,1,1,Fiber optic,4,One year,Credit card (automatic),4451.85,0
Lake Isabella,Female,0,1,0,72,1,1,DSL,6,Two year,Bank transfer (automatic),6688.95,0
Lamont,Male,0,1,0,35,1,1,DSL,3,One year,Bank transfer (automatic),2661.1,0
Laton,Male,0,0,0,4,1,0,0,0,Month-to-month,Mailed check,73.05,0
Lebec,Female,0,1,1,49,1,1,0,0,Two year,Mailed check,1211.65,0
Lemon Cove,Female,0,1,1,71,1,1,Fiber optic,4,Two year,Bank transfer (automatic),7030.65,0
Lemoore,Male,0,1,1,11,1,0,Fiber optic,2,Month-to-month,Electronic check,1020.2,0
Lindsay,Male,0,1,0,63,1,1,DSL,6,Two year,Credit card (automatic),5597.65,0
Lost Hills,Female,1,0,0,65,1,1,Fiber optic,3,Month-to-month,Bank transfer (automatic),6223.3,0
Mc Farland,Female,0,0,1,49,1,0,0,0,Two year,Credit card (automatic),1024.65,0
New Cuyama,Female,0,1,1,4,1,0,0,0,Month-to-month,Electronic check,82.9,0
Onyx,Female,0,1,0,72,1,1,Fiber optic,5,One year,Credit card (automatic),7789.6,0
Pixley,Female,1,1,0,26,1,0,Fiber optic,2,Month-to-month,Credit card (automatic),2067.0,0
Porterville,Female,1,1,0,35,1,1,Fiber optic,3,Month-to-month,Bank transfer (automatic),3452.55,0
Posey,Female,0,0,0,57,1,1,Fiber optic,3,One year,Electronic check,5468.95,0
Richgrove,Male,0,1,1,28,1,1,DSL,2,Month-to-month,Electronic check,1802.15,0
