Customer ID,Gender,Age,Married,Number of Dependents,City,Number of Referrals,Tenure in Months,Offer,Phone Service,Multiple Lines,Internet Service,Internet Type,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Revenue,Customer Status,Churn Category,Churn Reason,Calculated Charges,Charges Difference,Churn
4360-QRAVE,Male,75,No,0,Farmington,0,37,Offer C,No,Unknown,Yes,DSL,No,Yes,Yes,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,36.65,1315.0,1315.0,Stayed,Not churned,Not churned,1356.05,41.04999999999996,0.0
4361-BKAXE,Female,23,No,0,Boulder Creek,0,41,Offer B,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,114.5,4527.45,5411.41,Churned,Competitor,Competitor made better offer,4694.5,167.05000000000018,1.0
4361-FEBGN,Male,41,No,0,San Francisco,0,48,Unknown,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,No,Credit Card,20.15,982.95,2599.59,Stayed,Not churned,Not churned,967.2,15.750000000000114,0.0
4361-JEIVL,Male,29,No,3,Greenfield,0,1,Offer E,Yes,No,Yes,DSL,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,44.4,44.4,51.54,Churned,Attitude,Attitude of service provider,44.4,0.0,1.0
4365-MSDYN,Male,38,Yes,0,San Clemente,7,8,Unknown,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,Yes,Bank Withdrawal,19.55,161.15,339.87,Stayed,Not churned,Not churned,156.4,4.75,0.0
4366-CTOUZ,Female,36,No,0,Bodega Bay,0,50,Unknown,Yes,No,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,100.2,5038.45,5793.45,Stayed,Not churned,Not churned,5010.0,28.449999999999815,0.0
4367-NHWMM,Female,37,No,0,Corte Madera,0,1,Unknown,No,Unknown,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,24.9,24.9,24.9,Joined,Not churned,Not churned,24.9,0.0,
4367-NUYAO,Male,39,Yes,1,Cupertino,5,10,Unknown,Yes,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,No,Credit Card,25.75,257.5,485.8,Stayed,Not churned,Not churned,257.5,0.0,0.0
4369-HTUIF,Male,73,No,0,Pismo Beach,0,6,Offer E,Yes,No,Yes,Fiber Optic,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.15,503.6,680.06,Churned,Attitude,Attitude of service provider,510.9,7.300000000000011,1.0
4369-NYSCF,Male,61,No,0,Oakland,0,56,Offer B,Yes,No,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,75.75,4284.65,5406.17,Stayed,Not churned,Not churned,4242.0,42.64999999999964,0.0
4373-MAVJG,Female,64,Yes,0,San Diego,1,14,Offer D,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,90.9,1259.0,1449.96,Churned,Competitor,Competitor made better offer,1272.6,13.600000000000136,1.0
4373-VVHQL,Male,37,No,0,Arroyo Grande,0,1,Offer E,Yes,No,Yes,DSL,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,44.75,44.75,73.32,Joined,Not churned,Not churned,44.75,0.0,
4374-YMUSQ,Male,64,No,0,Lake Elsinore,0,34,Offer C,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,116.25,3899.05,4660.99,Stayed,Not churned,Not churned,3952.5,53.44999999999982,0.0
4378-BZYFP,Male,41,No,0,Fairfield,0,17,Unknown,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One Year,Yes,Mailed Check,20.5,365.8,1091.02,Stayed,Not churned,Not churned,348.5,17.30000000000001,0.0
4378-MYPGO,Male,41,Yes,2,Greenwood,3,68,Unknown,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,105.25,7173.15,9308.35,Stayed,Not churned,Not churned,7157.0,16.149999999999636,0.0
4381-MHQDC,Female,38,No,0,Solvang,0,47,Offer B,Yes,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,No,No,Two Year,Yes,Credit Card,65.0,2879.9,4560.15,Stayed,Not churned,Not churned,3055.0,175.0999999999999,0.0
4385-GZQXV,Female,68,No,0,Ontario,0,16,Offer D,Yes,No,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.45,1511.2,1662.08,Churned,Competitor,Competitor had better devices,1511.2,0.0,1.0
4385-ZKVNW,Male,58,Yes,3,San Francisco,4,44,Unknown,Yes,No,Yes,DSL,No,Yes,No,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,54.9,2549.1,4726.86,Stayed,Not churned,Not churned,2415.6,133.5,0.0
4389-UEFCZ,Female,25,Yes,0,Monte Rio,0,72,Unknown,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,105.5,7544.0,9125.12,Stayed,Not churned,Not churned,7596.0,52.0,0.0
4390-KYULV,Male,41,Yes,0,Piru,1,3,Offer E,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,Yes,Credit Card,20.55,51.15,163.98,Churned,Attitude,Attitude of support person,61.650000000000006,10.500000000000009,1.0
4391-LNRXK,Male,37,No,0,Port Costa,0,22,Offer D,Yes,No,Yes,Fiber Optic,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.95,2142.8,3200.34,Stayed,Not churned,Not churned,2088.9,53.90000000000009,0.0
4391-RESHN,Male,49,No,0,Lemon Cove,0,23,Offer D,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,104.05,2470.1,2844.54,Churned,Competitor,Competitor had better devices,2393.15,76.94999999999982,1.0
4393-OBCRR,Female,60,No,0,Bella Vista,0,3,Unknown,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One Year,No,Mailed Check,20.25,71.2,75.61,Joined,Not churned,Not churned,60.75,10.450000000000005,
4393-RYCRE,Male,25,No,0,Macdoel,0,44,Unknown,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,106.05,4510.8,6197.32,Stayed,Not churned,Not churned,4666.2,155.39999999999964,0.0
4395-PZMSN,Male,67,No,0,San Gregorio,0,5,Offer E,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,85.55,408.5,500.4,Stayed,Not churned,Not churned,427.75,19.25,0.0
4396-KLSEH,Male,26,No,0,Bakersfield,0,4,Offer E,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,Yes,Bank Withdrawal,19.85,63.0,90.52,Stayed,Not churned,Not churned,79.4,16.400000000000006,0.0
4397-FRLTA,Female,35,No,0,Corona,0,4,Offer E,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,No,Credit Card,20.15,84.5,214.66,Stayed,Not churned,Not churned,80.6,3.9000000000000057,0.0
4398-HSCJH,Female,57,No,0,Los Angeles,0,3,Offer E,Yes,Yes,Yes,DSL,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,63.6,155.65,166.57,Churned,Competitor,Competitor offered higher download speeds,190.8,35.150000000000006,1.0
4402-FTBXC,Male,55,No,0,Hopland,0,54,Unknown,Yes,No,Yes,Fiber Optic,Yes,No,Yes,No,Yes,No,No,Yes,Month-to-Month,No,Credit Card,89.8,4667.0,6134.18,Stayed,Not churned,Not churned,4849.2,182.19999999999985,0.0
4403-BWPAY,Male,40,No,0,Los Angeles,0,14,Unknown,Yes,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One Year,Yes,Credit Card,24.8,321.7,790.7,Stayed,Not churned,Not churned,347.2,25.5,0.0
4404-HIBDJ,Female,48,No,0,San Jose,0,25,Unknown,Yes,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,No,Yes,One Year,No,Credit Card,74.3,1863.8,1898.05,Churned,Competitor,Competitor offered more data,1857.5,6.2999999999999545,1.0
4412-YLTKF,Female,72,No,1,Pico Rivera,0,27,Offer C,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,78.05,2135.5,2235.41,Churned,Competitor,Competitor had better devices,2107.35,28.15000000000009,1.0
4415-IJZTP,Female,33,No,0,Los Angeles,0,1,Unknown,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.5,74.5,88.11,Churned,Competitor,Competitor had better devices,74.5,0.0,1.0
4415-WNGVR,Female,73,Yes,0,Daggett,3,12,Unknown,Yes,No,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,79.2,943.85,1409.65,Stayed,Not churned,Not churned,950.4,6.550000000000068,0.0
4418-LZMSV,Male,56,Yes,3,San Diego,8,13,Unknown,Yes,No,Yes,Cable,No,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,61.8,750.1,1116.05,Stayed,Not churned,Not churned,803.4,53.29999999999996,0.0
4419-UJMUS,Male,55,Yes,1,Wildomar,0,69,Offer A,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,99.35,6856.45,7440.19,Stayed,Not churned,Not churned,6855.15,1.300000000000182,0.0
4422-QVIJA,Female,52,No,1,Los Angeles,0,35,Unknown,Yes,Yes,Yes,DSL,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,50.15,1655.35,3144.05,Stayed,Not churned,Not churned,1755.25,99.90000000000008,0.0
4423-JWZJN,Male,57,Yes,2,Springville,9,64,Offer B,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,Yes,Yes,Yes,One Year,No,Credit Card,90.25,5629.15,8531.55,Stayed,Not churned,Not churned,5776.0,146.85000000000036,0.0
4423-YLHDV,Female,22,Yes,0,Los Angeles,1,21,Offer D,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,104.4,2200.25,3009.17,Churned,Attitude,Attitude of support person,2192.4,7.849999999999909,1.0
4424-TKOPW,Male,70,No,0,Crestline,0,2,Unknown,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,93.85,196.75,247.13,Churned,Price,Lack of affordable download/upload speed,187.7,9.050000000000011,1.0
4425-OWHWB,Female,32,No,0,El Cajon,0,20,Unknown,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One Year,Yes,Credit Card,19.35,433.75,651.75,Stayed,Not churned,Not churned,387.0,46.75,0.0
4429-WYGFR,Male,36,No,0,Sacramento,0,26,Offer C,Yes,No,Yes,DSL,No,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,49.15,1237.3,2384.16,Stayed,Not churned,Not churned,1277.9,40.59999999999991,0.0
4430-UZIPO,Male,44,No,0,San Diego,0,3,Offer E,No,Unknown,Yes,DSL,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,36.85,108.7,108.7,Churned,Competitor,Competitor made better offer,110.55,1.8500000000000083,1.0
4430-YHXGG,Female,20,No,3,San Lorenzo,0,4,Offer E,Yes,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,Yes,Credit Card,25.45,84.2,240.08,Stayed,Not churned,Not churned,101.8,17.599999999999994,0.0
4431-EDMIQ,Female,47,Yes,3,Sugarloaf,8,7,Unknown,Yes,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.7,554.05,667.59,Stayed,Not churned,Not churned,529.9,24.149999999999977,0.0
4432-ADRLB,Male,46,No,0,Fallbrook,0,2,Unknown,Yes,No,Yes,DSL,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,44.65,74.9,134.7,Churned,Competitor,Competitor made better offer,89.3,14.399999999999991,1.0
4433-JCGCG,Male,80,Yes,0,San Diego,1,46,Offer B,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,101.0,4680.05,4926.61,Churned,Competitor,Competitor made better offer,4646.0,34.05000000000018,1.0
4439-JMPMT,Female,38,Yes,0,Comptche,1,5,Offer E,Yes,No,Yes,Fiber Optic,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.75,470.95,432.39,Churned,Attitude,Attitude of support person,428.75,42.19999999999999,1.0
4439-YRNVD,Female,33,No,0,Selma,0,10,Unknown,No,Unknown,Yes,DSL,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,36.25,374.0,374.0,Stayed,Not churned,Not churned,362.5,11.5,0.0
4441-NIHPT,Female,73,No,0,Freedom,0,13,Unknown,Yes,No,Yes,Fiber Optic,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.3,940.35,1465.16,Churned,Competitor,Competitor had better devices,965.9,25.549999999999955,1.0
4443-EMBNA,Female,55,Yes,0,Castaic,3,71,Unknown,Yes,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,No,Bank Withdrawal,24.75,1836.9,4118.13,Stayed,Not churned,Not churned,1757.25,79.65000000000009,0.0
4445-KWOKW,Female,23,No,0,Potrero,0,42,Offer B,Yes,Yes,Yes,Cable,Yes,Yes,No,No,No,No,Yes,Yes,One Year,Yes,Bank Withdrawal,60.15,2421.6,3658.08,Stayed,Not churned,Not churned,2526.3,104.69999999999982,0.0
4445-ZJNMU,Male,30,No,0,Manhattan Beach,0,9,Offer E,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,99.3,918.75,962.04,Stayed,Not churned,Not churned,893.6999999999999,25.050000000000068,0.0
4446-BZKHU,Male,44,Yes,0,Pleasant Hill,1,61,Unknown,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,105.55,6281.45,9069.15,Churned,Competitor,Competitor had better devices,6438.55,157.10000000000036,1.0
4450-DLLMH,Male,53,No,0,Avalon,0,2,Offer E,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,71.3,157.75,171.23,Joined,Not churned,Not churned,142.6,15.150000000000006,
4450-MDZFX,Male,50,Yes,4,Monrovia,9,60,Offer B,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,74.35,4453.3,6759.7,Stayed,Not churned,Not churned,4461.0,7.699999999999818,0.0
4450-YOOHP,Female,56,No,0,Sacramento,0,39,Unknown,No,Unknown,Yes,DSL,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,50.65,1905.4,1901.89,Stayed,Not churned,Not churned,1975.35,69.94999999999982,0.0
4451-RWASJ,Male,35,Yes,3,Lagunitas,9,15,Offer D,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One Year,Yes,Credit Card,19.5,239.75,980.15,Stayed,Not churned,Not churned,292.5,52.75,0.0
4452-QIIEB,Male,41,No,0,Glendora,0,7,Offer E,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,43.9,278.4,488.68,Stayed,Not churned,Not churned,307.3,28.900000000000038,0.0
4452-ROHMO,Female,64,No,0,San Diego,0,15,Offer D,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,No,Credit Card,19.6,331.6,923.95,Stayed,Not churned,Not churned,294.0,37.60000000000002,0.0
4455-BFSPD,Female,35,Yes,0,Escondido,5,61,Unknown,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,101.15,6383.9,8587.83,Stayed,Not churned,Not churned,6170.150000000001,213.7499999999991,0.0
4456-RHSNB,Female,43,Yes,1,San Bernardino,3,19,Unknown,Yes,No,Yes,DSL,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,49.6,962.9,1103.88,Stayed,Not churned,Not churned,942.4,20.5,0.0
4458-KVRBJ,Male,25,No,0,San Jose,0,59,Unknown,Yes,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,No,Credit Card,25.0,1510.5,3038.01,Stayed,Not churned,Not churned,1475.0,35.5,0.0
4459-BBGHE,Male,61,No,1,Descanso,0,30,Offer C,No,Unknown,Yes,DSL,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,44.5,1307.8,1307.8,Stayed,Not churned,Not churned,1335.0,27.200000000000045,0.0
4462-CYWMH,Male,65,Yes,0,Lindsay,7,62,Offer B,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.8,5629.55,7333.93,Stayed,Not churned,Not churned,5567.599999999999,61.95000000000073,0.0
4464-JCOLN,Male,40,Yes,0,Huron,2,2,Offer E,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One Year,No,Mailed Check,19.85,35.9,66.18,Churned,Attitude,Attitude of support person,39.7,3.800000000000004,1.0
4465-VDKIQ,Female,61,No,0,Glendale,0,18,Unknown,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,77.8,1358.6,1687.58,Stayed,Not churned,Not churned,1400.4,41.79999999999996,0.0
4468-KAZHE,Female,70,Yes,0,Hughson,1,20,Unknown,Yes,No,Yes,DSL,No,Yes,No,No,No,Yes,No,Yes,One Year,Yes,Bank Withdrawal,60.0,1259.35,1438.95,Stayed,Not churned,Not churned,1200.0,59.34999999999991,0.0
4468-YDOVK,Male,57,No,2,Richmond,0,5,Unknown,Yes,No,Yes,DSL,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,48.65,235.2,302.9,Stayed,Not churned,Not churned,243.25,8.050000000000011,0.0
4471-KXAUH,Female,58,Yes,0,Woody,1,42,Unknown,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.3,3588.4,4039.06,Churned,Attitude,Attitude of service provider,3540.6,47.80000000000018,1.0
4472-LVYGI,Female,43,Yes,0,San Bernardino,2,10,Unknown,No,Unknown,Yes,Cable,Yes,No,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,52.55,525.5,525.5,Stayed,Not churned,Not churned,525.5,0.0,0.0
4472-VESGY,Female,41,Yes,1,Durham,6,52,Unknown,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,98.15,4993.4,6610.08,Stayed,Not churned,Not churned,5103.8,110.40000000000056,0.0
4475-NVTLU,Male,21,Yes,1,Paso Robles,6,45,Offer B,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,No,Bank Withdrawal,19.2,903.7,1679.05,Stayed,Not churned,Not churned,864.0,39.700000000000045,0.0
4476-OSWTN,Male,73,Yes,0,Witter Springs,2,69,Unknown,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Mailed Check,110.55,7610.1,8182.8,Stayed,Not churned,Not churned,7627.95,17.849999999999454,0.0
4480-MBMLB,Female,52,No,0,Los Angeles,0,36,Offer C,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,104.8,3886.45,4909.21,Stayed,Not churned,Not churned,3772.8,113.65000000000008,0.0
4480-QQRHC,Female,72,No,0,Hydesville,0,8,Unknown,Yes,No,Yes,Fiber Optic,No,No,Yes,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,74.05,600.15,617.59,Stayed,Not churned,Not churned,592.4,7.75,0.0
4482-EWFMI,Female,54,No,0,Arcadia,0,2,Unknown,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.7,135.2,166.54,Joined,Not churned,Not churned,139.4,4.200000000000017,
4482-FTFFX,Male,23,No,0,Penngrove,0,5,Unknown,Yes,No,Yes,DSL,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,56.15,291.45,425.75,Stayed,Not churned,Not churned,280.75,10.699999999999989,0.0
4484-CGXFK,Female,45,No,0,El Dorado,0,3,Unknown,Yes,No,Yes,DSL,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,55.3,196.15,274.03,Churned,Dissatisfaction,Product dissatisfaction,165.89999999999998,30.25000000000003,1.0
4484-GLZOU,Female,20,Yes,0,San Dimas,6,52,Unknown,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,105.05,5624.85,6147.93,Churned,Other,Don't know,5462.599999999999,162.2500000000009,1.0
4486-EFAEB,Male,56,No,0,Los Angeles,0,13,Unknown,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,Yes,Bank Withdrawal,20.4,251.65,861.61,Stayed,Not churned,Not churned,265.2,13.549999999999985,0.0
4487-ZYJZK,Female,60,Yes,2,Los Gatos,1,38,Unknown,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One Year,No,Credit Card,19.6,763.1,2158.46,Stayed,Not churned,Not churned,744.8000000000001,18.299999999999955,0.0
4488-KQFDT,Female,21,No,0,Lemon Grove,0,61,Offer B,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,103.95,6423.0,7364.84,Stayed,Not churned,Not churned,6340.95,82.05000000000018,0.0
4488-PSYCG,Male,24,No,0,Seiad Valley,0,16,Offer D,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,No,Bank Withdrawal,20.25,327.45,664.09,Churned,Price,Long distance charges,324.0,3.4499999999999886,1.0
4489-SNOJF,Female,28,Yes,2,Deer Park,1,35,Unknown,Yes,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,72.25,2568.55,3453.0,Churned,Other,Don't know,2528.75,39.80000000000018,1.0
4495-LHSSK,Female,25,No,2,Camp Nelson,0,18,Offer D,Yes,Yes,Yes,DSL,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,57.65,992.7,1307.88,Stayed,Not churned,Not churned,1037.7,45.0,0.0
4500-HKANN,Male,33,Yes,0,Anaheim,6,23,Unknown,Yes,Yes,Yes,Cable,No,Yes,No,Yes,No,No,No,Yes,Two Year,No,Credit Card,59.7,1414.2,1731.37,Stayed,Not churned,Not churned,1373.1,41.09999999999991,0.0
4501-EQDRN,Female,64,No,0,Montclair,0,1,Unknown,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,69.7,69.7,91.22,Churned,Attitude,Attitude of service provider,69.7,0.0,1.0
4501-UYKBC,Female,65,No,0,Igo,0,46,Unknown,Yes,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,69.1,3255.35,3993.19,Stayed,Not churned,Not churned,3178.6,76.75,0.0
4501-VCPFK,Male,25,No,0,Coachella,0,26,Offer C,No,Unknown,Yes,Cable,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,35.75,1022.5,1022.5,Stayed,Not churned,Not churned,929.5,93.0,0.0
4503-BDXBD,Male,41,No,0,Anaheim,0,11,Unknown,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,74.95,815.5,1093.14,Churned,Attitude,Attitude of support person,824.45,8.950000000000045,1.0
4504-YOULA,Female,42,Yes,3,Wilton,0,35,Offer C,Yes,Yes,Yes,DSL,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,59.45,2136.9,3505.75,Stayed,Not churned,Not churned,2080.75,56.15000000000009,0.0
4505-EXZHB,Female,75,No,0,Ducor,0,6,Offer E,Yes,No,Yes,Fiber Optic,No,No,Yes,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,74.4,434.1,507.56,Churned,Competitor,Competitor offered more data,446.4,12.300000000000011,1.0
4508-OEBEY,Male,41,Yes,0,Goleta,2,31,Unknown,Yes,No,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,75.5,2424.45,3272.92,Stayed,Not churned,Not churned,2340.5,83.94999999999982,0.0
4510-HIMLV,Male,50,No,0,La Habra,0,1,Unknown,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,69.8,69.8,102.66,Churned,Dissatisfaction,Network reliability,69.8,0.0,1.0
4510-PYUSH,Female,67,No,0,Sylmar,0,38,Unknown,Yes,No,Yes,DSL,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,57.15,2250.65,3242.45,Churned,Attitude,Attitude of support person,2171.7,78.95000000000027,1.0
4512-ZUIYL,Female,31,No,0,Sunnyvale,0,2,Offer E,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,70.0,153.05,228.57,Churned,Other,Moved,140.0,13.050000000000011,1.0
4513-CXYIX,Female,73,Yes,0,Lake Elsinore,4,71,Offer A,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,No,Yes,Two Year,Yes,Credit Card,80.7,5676.0,8799.29,Stayed,Not churned,Not churned,5729.7,53.69999999999982,0.0
