CustomerID,City,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Label,Churn Value,Churn Score,Churn Reason,Calculated Total,Revenue Difference
1017-FBQMM,Acampo,Female,No,Yes,Yes,62,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),106.05,6703.5,No,0,69,,6575.1,128.4
1985-MBRYP,Arnold,Female,No,No,No,43,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),19.65,779.25,No,0,41,,844.95,65.7
9372-TXXPS,Burson,Female,No,Yes,No,60,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),59.85,3483.45,No,0,54,,3591.0,107.55
3259-QMXUN,Campo Seco,Male,No,Yes,No,58,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,86.1,4890.5,No,0,33,,4993.8,103.3
1015-JPFYW,Clements,Male,No,No,Yes,7,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,19.45,136.75,No,0,29,,136.15,0.6
6645-MXQJT,Copperopolis,Male,No,Yes,Yes,2,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,97.1,184.15,No,0,43,,194.2,10.05
4360-QRAVE,Farmington,Male,Yes,No,No,37,No,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,36.65,1315.0,No,0,72,,1356.05,41.05
8433-WPJTV,French Camp,Female,Yes,Yes,Yes,65,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),103.9,6767.1,No,0,75,,6753.5,13.6
5804-JMYIO,Glencoe,Female,No,Yes,Yes,39,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,19.75,757.95,No,0,61,,770.25,12.3
6484-LATFU,Linden,Male,No,No,No,68,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check,24.55,1657.4,No,0,31,,1669.4,12.0
7599-NTMDP,Lockeford,Female,No,Yes,Yes,62,No,No,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),48.7,3008.55,No,0,26,,3019.4,10.85
0536-ACXIP,Lodi,Female,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,109.55,8165.1,No,0,53,,7887.6,277.5
0936-NQLJU,Mokelumne Hill,Female,No,Yes,No,41,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),20.65,875.55,No,0,79,,846.65,28.9
1575-KRZZE,Murphys,Female,No,No,No,4,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,55.2,220.65,No,0,74,,220.8,0.15
3251-YMVWZ,San Andreas,Male,No,No,No,53,Yes,Yes,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),24.05,1301.9,No,0,20,,1274.65,27.25
4884-LEVMQ,Valley Springs,Male,No,Yes,No,39,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),20.45,790.0,No,0,80,,797.55,7.55
8857-CUPFQ,Wallace,Male,No,Yes,No,63,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,19.25,1237.65,No,0,20,,1212.75,24.9
7610-TVOPG,West Point,Male,No,No,No,15,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,26.35,378.6,No,0,73,,395.25,16.65
3638-DIMPH,Wilseyville,Female,No,Yes,No,13,Yes,No,DSL,No,No,No,No,No,No,One year,No,Electronic check,43.8,592.65,No,0,40,,569.4,23.25
1845-ZLLIG,Woodbridge,Male,No,No,No,1,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,50.15,50.15,No,0,50,,50.15,0.0
8559-WNQZS,Atwater,Male,No,No,No,1,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,20.45,20.45,No,0,27,,20.45,0.0
1699-UOTXU,Big Oak Flat,Male,No,No,No,60,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Electronic check,61.4,3638.25,No,0,40,,3684.0,45.75
0635-WKOLD,Ceres,Male,No,Yes,No,40,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,No,Credit card (automatic),70.75,2921.75,No,0,32,,2830.0,91.75
5993-JSUWV,Columbia,Female,No,No,No,66,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),61.15,4017.45,No,0,66,,4035.9,18.45
4518-FZBSX,Coulterville,Male,No,Yes,Yes,42,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,20.25,854.9,No,0,64,,850.5,4.4
5387-ASZNZ,Cressey,Female,Yes,No,No,66,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),63.85,4174.35,No,0,80,,4214.1,39.75
6988-CJEYV,Crows Landing,Male,No,No,No,49,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,98.7,4920.55,No,0,79,,4836.3,84.25
3097-FQTVJ,Denair,Female,No,No,No,41,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,20.0,810.3,No,0,21,,820.0,9.7
5465-BUBFA,El Nido,Female,No,Yes,Yes,41,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),19.3,772.4,No,0,40,,791.3,18.9
7299-GNVPL,El Portal,Female,No,Yes,Yes,23,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,84.4,1936.85,No,0,54,,1941.2,4.35
9743-DQKQW,Escalon,Male,No,No,No,3,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,25.1,79.8,No,0,58,,75.3,4.5
1215-VFYVK,Groveland,Female,No,No,No,4,No,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,48.25,202.25,No,0,30,,193.0,9.25
9371-BITHB,Gustine,Female,No,Yes,Yes,52,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,19.85,1070.5,No,0,43,,1032.2,38.3
9093-FPDLG,Hilmar,Female,No,No,No,11,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,94.2,999.9,No,0,52,,1036.2,36.3
0541-FITGH,Hornitos,Female,No,Yes,No,2,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,62.15,113.1,No,0,34,,124.3,11.2
6985-HAYWX,Hughson,Female,No,Yes,No,26,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),79.3,2015.8,No,0,54,,2061.8,46.0
7508-KBIMB,Jamestown,Male,No,Yes,Yes,24,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,Yes,Credit card (automatic),56.25,1454.25,No,0,52,,1350.0,104.25
6838-HVLXG,Keyes,Female,No,No,No,12,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.3,246.7,No,0,27,,243.6,3.1
2277-DJJDL,La Grange,Male,Yes,Yes,No,60,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,99.0,6017.9,No,0,40,,5940.0,77.9
1897-OKVMW,Lathrop,Female,No,Yes,Yes,64,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,90.6,5817.45,No,0,43,,5798.4,19.05
5485-ITNPC,Le Grand,Male,No,Yes,No,66,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),85.9,5595.3,No,0,24,,5669.4,74.1
0233-FTHAV,Livingston,Female,No,No,No,60,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),79.2,4765.0,No,0,49,,4752.0,13.0
4644-PIZRT,Long Barn,Male,No,Yes,Yes,17,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),70.35,1201.65,No,0,35,,1195.95,5.7
8922-NPKBJ,Manteca,Male,No,Yes,Yes,42,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,19.35,867.3,No,0,21,,812.7,54.6
2740-TVLFN,Manteca,Male,No,No,No,1,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.15,50.15,No,0,80,,50.15,0.0
7771-CFQRQ,Mariposa,Female,No,Yes,Yes,47,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),63.8,3007.25,No,0,45,,2998.6,8.65
9512-PHSMG,Merced,Female,No,Yes,No,10,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,20.55,252.75,No,0,71,,205.5,47.25
6963-EZQEE,Midpines,Male,Yes,Yes,No,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),88.55,6306.5,No,0,37,,6198.5,108.0
2452-KDRRH,Mi Wuk Village,Male,Yes,No,No,67,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),101.4,6841.05,No,0,28,,6793.8,47.25
4146-SVFUD,Modesto,Male,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.6,44.6,No,0,77,,44.6,0.0
1564-HJUVY,Modesto,Male,No,No,No,4,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),63.75,226.2,No,0,59,,255.0,28.8
3617-XLSGQ,Modesto,Female,No,Yes,Yes,66,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),109.25,7082.5,No,0,28,,7210.5,128.0
7517-LDMPS,Modesto,Female,No,No,No,12,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.6,1017.35,No,0,75,,1015.2,2.15
7244-KXYZN,Modesto,Female,No,No,No,24,Yes,No,No,No,No,No,No,No,No,One year,No,Credit card (automatic),20.45,527.35,No,0,20,,490.8,36.55
5226-NOZFC,Modesto,Male,No,No,No,26,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.75,2146.5,No,0,64,,2229.5,83.0
1400-WIVLL,Oakdale,Male,No,Yes,No,57,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,107.95,5969.85,No,0,24,,6153.15,183.3
8148-NLEGT,Pinecrest,Female,No,Yes,Yes,42,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Electronic check,22.95,1014.25,No,0,24,,963.9,50.35
8347-GDTMP,Ripon,Female,No,Yes,No,64,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),19.45,1225.65,No,0,78,,1244.8,19.15
6746-WAUWT,Salida,Male,No,No,No,19,Yes,No,No,No,No,No,No,No,No,One year,Yes,Credit card (automatic),19.7,386.5,No,0,41,,374.3,12.2
0428-IKYCP,Sonora,Male,No,Yes,No,22,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),87.0,1850.65,No,0,49,,1914.0,63.35
2187-PKZAY,Stevinson,Male,No,No,No,12,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),79.95,1043.4,No,0,71,,959.4,84.0
4003-OCTMP,Tracy,Female,No,Yes,No,31,Yes,No,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Electronic check,64.0,1910.75,No,0,24,,1984.0,73.25
6652-YFFJO,Tuolumne,Female,No,No,No,11,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,64.9,716.1,No,0,80,,713.9,2.2
7225-IILWY,Turlock,Male,No,Yes,Yes,68,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check,25.75,1686.15,No,0,26,,1751.0,64.85
5248-RPYWW,Turlock,Female,Yes,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),90.15,6716.45,No,0,49,,6490.8,225.65
7923-IYJWY,Twain Harte,Male,Yes,No,No,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),116.1,7839.85,No,0,60,,7778.7,61.15
3170-GWYKC,Vernalis,Female,No,No,No,60,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.95,6236.75,No,0,62,,6297.0,60.25
9830-ECLEN,Winton,Male,No,Yes,Yes,58,No,No,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Mailed check,50.0,2919.85,No,0,45,,2900.0,19.85
2668-TZSPS,Santa Rosa,Male,No,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.45,20.45,No,0,51,,20.45,0.0
7446-SFAOA,Santa Rosa,Female,No,Yes,No,37,Yes,No,No,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),19.85,717.5,No,0,20,,734.45,16.95
9522-ZSINC,Santa Rosa,Male,No,No,No,13,Yes,No,No,No,No,No,No,No,No,One year,Yes,Electronic check,19.95,253.8,No,0,24,,259.35,5.55
8234-GSZYK,Albion,Male,No,No,No,43,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),26.45,1110.05,No,0,51,,1137.35,27.3
6505-OZNPG,Annapolis,Female,No,No,No,6,No,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,63.4,348.8,No,0,48,,380.4,31.6
6164-HAQTX,Boonville,Male,No,No,No,71,No,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),53.95,3888.65,No,0,76,,3830.45,58.2
7765-LWVVH,Caspar,Female,No,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Electronic check,95.1,6843.15,No,0,25,,6847.2,4.05
1658-TJVOA,Cazadero,Female,Yes,No,No,6,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.1,450.9,No,0,79,,444.6,6.3
0953-LGOVU,Clearlake,Male,No,Yes,Yes,12,No,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,35.5,432.25,No,0,75,,426.0,6.25
4692-NNQRU,Cloverdale,Female,No,Yes,No,21,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Electronic check,79.2,1742.45,No,0,24,,1663.2,79.25
7742-MYPGI,Cobb,Female,No,Yes,Yes,6,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,48.8,297.35,No,0,45,,292.8,4.55
9619-GSATL,Dos Rios,Female,No,No,No,43,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,No,Electronic check,55.45,2444.25,No,0,48,,2384.35,59.9
5622-UEJFI,Duncans Mills,Female,No,Yes,Yes,35,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),25.4,949.8,No,0,38,,889.0,60.8
0674-DGMAQ,Elk,Male,Yes,Yes,No,32,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,93.5,2970.8,No,0,77,,2992.0,21.2
6203-HBZPA,Forestville,Male,No,No,No,52,No,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),63.9,3334.95,No,0,36,,3322.8,12.15
0484-FFVBJ,Fort Bragg,Male,No,No,No,32,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),64.85,2010.95,No,0,29,,2075.2,64.25
0301-FIDRB,Fulton,Female,No,Yes,Yes,72,No,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),63.8,4684.3,No,0,32,,4593.6,90.7
4139-JPIAM,Geyserville,Male,No,No,No,51,No,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),44.45,2181.55,No,0,62,,2266.95,85.4
2181-TIDSV,Glen Ellen,Male,No,Yes,Yes,68,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),19.95,1303.25,No,0,70,,1356.6,53.35
2761-XECQW,Glenhaven,Male,Yes,Yes,No,8,No,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,43.35,371.4,No,0,68,,346.8,24.6
1936-CZAKF,Graton,Male,No,Yes,No,49,No,No,DSL,No,Yes,No,No,Yes,Yes,Two year,No,Credit card (automatic),49.65,2409.9,No,0,29,,2432.85,22.95
9453-PATOS,Gualala,Female,No,Yes,No,72,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,85.1,6155.4,No,0,39,,6127.2,28.2
4402-FTBXC,Hopland,Male,No,No,No,54,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,89.8,4667.0,No,0,67,,4849.2,182.2
2931-XIQBR,Kelseyville,Female,No,Yes,Yes,50,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,No,Mailed check,103.05,5153.5,No,0,72,,5152.5,1.0
0106-UGRDO,Kenwood,Female,No,Yes,No,69,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,116.0,8182.85,No,0,37,,8004.0,178.85
5542-TBBWB,Lakeport,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.9,69.9,No,0,26,,69.9,0.0
1930-QPBVZ,Laytonville,Male,No,Yes,Yes,68,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),95.1,6683.4,No,0,38,,6466.8,216.6
2606-PKWJB,Little River,Male,No,No,Yes,40,No,No,DSL,Yes,Yes,No,Yes,No,No,One year,No,Mailed check,40.25,1564.05,No,0,30,,1610.0,45.95
5322-ZSMZY,Lower Lake,Male,No,Yes,Yes,31,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check,25.75,755.6,No,0,32,,798.25,42.65
8059-UDZFY,Lucerne,Female,Yes,No,Yes,33,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),105.35,3465.05,No,0,58,,3476.55,11.5
7740-BTPUX,Manchester,Male,Yes,Yes,No,55,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,113.6,6292.7,No,0,56,,6248.0,44.7
5220-AGAAX,Mendocino,Male,No,Yes,Yes,68,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),24.0,1664.3,No,0,57,,1632.0,32.3
0208-BPQEJ,Middletown,Female,No,Yes,Yes,12,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),19.4,198.1,No,0,29,,232.8,34.7
9435-JMLSX,Monte Rio,Male,No,Yes,No,71,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),86.1,6045.9,No,0,52,,6113.1,67.2
3352-ALMCK,Navarro,Male,No,No,No,40,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,102.65,4108.15,No,0,52,,4106.0,2.15
5312-IRCFR,Nice,Female,No,Yes,Yes,64,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,92.85,5980.75,No,0,58,,5942.4,38.35
5294-IMHHT,Occidental,Male,No,Yes,No,53,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,One year,No,Bank transfer (automatic),97.75,5043.2,No,0,41,,5180.75,137.55
6176-YJWAS,Potter Valley,Male,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),97.95,7114.25,No,0,22,,7052.4,61.85
5310-NOOVA,Redwood Valley,Male,No,No,No,46,Yes,No,No,No,No,No,No,No,No,Two year,No,Electronic check,19.95,907.05,No,0,55,,917.7,10.65
4526-EXKKN,Rio Nido,Male,No,No,No,40,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Mailed check,24.6,973.95,No,0,65,,984.0,10.05
5311-IHLEI,Sebastopol,Male,No,No,No,12,No,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),50.95,605.75,No,0,73,,611.4,5.65
3987-KQDDU,Sonoma,Male,No,No,No,9,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,75.6,661.55,No,0,30,,680.4,18.85
3404-JNXAX,Ukiah,Female,No,Yes,Yes,51,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,80.75,4116.9,No,0,36,,4118.25,1.35
5131-PONJI,Upper Lake,Male,No,Yes,Yes,49,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),90.4,4494.65,No,0,72,,4429.6,65.05
3489-VSFRD,Willits,Female,No,No,No,56,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),60.25,3282.75,No,0,40,,3374.0,91.25
3345-JHUEO,Windsor,Male,No,No,No,4,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,20.2,55.7,No,0,45,,80.8,25.1
5815-HGGHV,Witter Springs,Male,No,Yes,No,20,Yes,No,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Mailed check,64.15,1274.45,No,0,61,,1283.0,8.55
5260-UMPWX,Yorkville,Female,No,Yes,Yes,26,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),20.25,493.95,No,0,43,,526.5,32.55
5649-RXQTV,Alderpoint,Male,No,No,No,51,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.0,5038.15,No,0,78,,5049.0,10.85
2674-MIAHT,Blocksburg,Female,No,No,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,80.3,324.2,No,0,70,,321.2,3.0
2576-HXMPA,Mckinleyville,Female,No,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),19.55,19.55,No,0,38,,19.55,0.0
7587-AOVVU,Arcata,Male,No,Yes,Yes,27,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,100.75,2793.55,No,0,31,,2720.25,73.3
6898-MDLZW,Blue Lake,Male,No,No,No,12,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,53.75,648.65,No,0,28,,645.0,3.65
4707-YNOQA,Burnt Ranch,Female,No,Yes,Yes,34,Yes,Yes,No,No,No,No,No,No,No,One year,Yes,Credit card (automatic),25.6,917.15,No,0,43,,870.4,46.75
9357-UJRUN,Carlotta,Male,No,Yes,No,24,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,Yes,Electronic check,58.35,1346.9,No,0,45,,1400.4,53.5
8648-PFRMP,Ferndale,Female,Yes,No,No,14,No,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,46.35,672.7,No,0,44,,648.9,23.8
7663-CUXZB,Fields Landing,Male,No,Yes,No,59,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,113.75,6561.25,No,0,23,,6711.25,150.0
0258-NOKBL,Fortuna,Male,No,No,No,3,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,90.4,268.45,No,0,61,,271.2,2.75
1163-VIPRI,Garberville,Female,No,Yes,Yes,65,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,109.3,7337.55,No,0,51,,7104.5,233.05
9348-ROUAI,Honeydew,Female,No,Yes,Yes,59,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),90.3,5194.05,No,0,53,,5327.7,133.65
9443-JUBUO,Hoopa,Male,No,Yes,Yes,72,No,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),65.25,4478.85,No,0,67,,4698.0,219.15
3043-TYBNO,Kneeland,Male,No,No,No,3,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,60.65,196.9,No,0,22,,181.95,14.95
4830-FAXFM,Korbel,Male,No,No,Yes,19,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),24.1,439.2,No,0,35,,457.9,18.7
5906-BFOZT,Loleta,Male,No,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,19.5,19.5,No,0,21,,19.5,0.0
2960-NKRSO,Mad River,Male,No,No,No,24,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,85.95,2107.15,No,0,52,,2062.8,44.35
8996-ZROXE,Miranda,Male,Yes,No,No,57,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,Yes,Electronic check,53.5,3035.8,No,0,58,,3049.5,13.7
5598-IKHQQ,Myers Flat,Female,No,No,No,72,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),25.45,1866.45,No,0,42,,1832.4,34.05
0397-ZXWQF,Orick,Male,No,No,No,67,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),20.5,1430.95,No,0,45,,1373.5,57.45
5266-PFRQK,Orleans,Male,No,Yes,Yes,52,Yes,No,No,No,No,No,No,No,No,One year,Yes,Credit card (automatic),20.85,1071.6,No,0,56,,1084.2,12.6
4674-HGNUA,Petrolia,Male,No,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),89.9,6457.15,No,0,57,,6382.9,74.25
6765-MBQNU,Phillipsville,Female,No,Yes,No,26,Yes,Yes,No,No,No,No,No,No,No,One year,No,Mailed check,26.0,684.05,No,0,20,,676.0,8.05
9786-IJYDL,Redway,Female,No,No,No,35,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,113.2,3914.05,No,0,76,,3962.0,47.95
1303-SRDOK,Rio Dell,Female,No,Yes,Yes,55,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),69.05,3842.6,No,0,67,,3797.75,44.85
3769-MHZNV,Salyer,Female,No,Yes,Yes,33,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,20.1,670.35,No,0,25,,663.3,7.05
6295-OSINB,Samoa,Male,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,109.65,7880.25,No,0,25,,7894.8,14.55
3308-MHOOC,Scotia,Male,No,No,Yes,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,19.2,19.2,No,0,76,,19.2,0.0
2207-QPJED,Somes Bar,Female,Yes,Yes,No,37,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,90.0,3371.75,No,0,62,,3330.0,41.75
